"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
"1",-1.10929718137564,1.32354679790188,1.01741127639379,-1.20205075616133,0.405516369225402,-0.194042281922411,0.131130797728281,-2.95392159818729,-0.999904897650096,-0.842674962190606,1.09751377291338,0.918464988045343,0.04327359051229,0.542162916130069,-0.518789989342744,0.597220061502372,-0.793405139942784,-0.351771675707109,0.0634857851539314,0.61336768242886,-1.62637933239295,-0.656838272179657,0.0819103948826566,0.00895124675898952,-0.369323645161509,0.423323546337301,-0.341387887079442,-0.123115825969545,25.99,0
"2",1.36337526332565,-0.614852295050912,0.425788792880499,-0.834445107652129,-1.01910057892537,-0.546028214822316,-0.725951426619525,0.0394467034287382,-0.825513575351583,0.804269547321954,1.01677723666705,-0.571078721172139,-1.00777081353656,0.246185105408964,0.23623335633233,1.5719082160928,-0.0751743240265253,-0.838688117336944,1.03508894122203,0.0382160373405722,-0.0735653632906424,-0.44615015265835,0.0856282446422337,-0.0413244655482977,0.202529809739615,-0.474586321711488,-0.0033652353502704,0.00870467628506968,20.17,0
"3",-0.695350166455002,-0.973852917822951,2.45247939254333,-0.676375762040156,-0.12665638014131,-0.240814438079835,-0.878516108229507,-0.105118432077436,-0.744281182867124,1.23510782790983,1.67815500926511,-0.930189293398293,-1.0651075953043,-0.430536500124763,1.2047211264608,0.721776759020686,0.38572064403902,-0.500004829301286,1.2572447506932,0.191317117648808,0.453278535599268,1.58542476159108,-0.303819847679657,0.263143550332378,-0.638175772577373,-0.0359847245646741,-0.180978576619936,-0.324253437881769,13.99,0
"4",-4.48116251800798,2.35359532661853,2.34031065030646,-0.921434271854343,0.12487185090711,0.507163932115703,1.73311956411263,-2.88135594669552,4.53572544036331,5.78412339631275,-0.169722484390771,-1.30361280048756,-0.962991298130518,-3.6558681453391,0.76029704628044,-1.02096850212874,-1.38974084742983,-0.40336159407948,0.383694620173848,0.452072522957866,-0.18142528971384,0.0295246131641222,-0.392381836738242,0.0189464588505034,-0.177338781564391,-0.262409852489494,-5.33628942382672,-1.40606404636599,19.69,0
"5",-0.839604941059697,0.917092767216516,1.5164479647015,-0.722513457524913,-0.280495631448991,-0.738683504960993,0.570512553156184,0.173506148078044,0.145741696588521,-0.144304368343873,0.923959193876705,0.0711654301672295,-1.77828168631205,0.331644551297699,-0.832506622570916,0.179303305417155,-0.389865464657551,0.0139524520643714,-0.030200228005391,0.0473592743360512,-0.176409628706141,-0.372164759483967,-0.0387966345045442,0.508456656931526,-0.273052137696766,0.272952438504361,0.395792714190492,0.229523131172587,5,0
"6",-1.37065940671404,-0.779179866939629,1.95007090229848,1.25388651106317,0.698669911859174,0.411538348137533,-0.389679441950933,0.409365592682264,0.126989855480318,-0.426380079882906,-1.41279962649268,-0.325739651660296,-0.0275790332312763,-0.210927742294599,1.13006293284152,-0.129164156341268,-0.150760274620211,0.4055646211781,0.29589736269378,0.558771859923358,0.3533330132936,0.666588034610814,0.179075370656177,-0.772127104968385,0.034107042537266,-0.106900872157259,0.113362389678029,0.15776430190738,130,0
"7",-2.82644943270508,1.56345436985244,1.0264344426172,-1.10122060829786,-1.56828321538916,-0.681495392486152,-0.74220716938236,1.17320513911397,1.00948835864126,-0.255589507536493,-1.16060156171709,0.527465433056267,0.000483466001777622,-0.167366128534087,-0.390867286410038,0.584112494111084,-0.00776070264995482,-0.290672569169662,-0.527450565105928,0.016416626968131,-0.119716984028233,-0.117610882598517,0.0372236420529283,0.44844342402964,0.0951701920871639,0.821778273267057,-0.189044433815599,-0.0844159565158825,15,0
"8",1.23515185801728,0.107871420764407,-0.068842988646958,0.873223838315829,0.308686763932593,0.390009558876397,-0.0882969156296595,0.164986000322966,0.333869602329793,0.0229470796877013,-1.63607431801709,-1.01224232487854,-1.43964401909347,0.622508557941826,1.54182166189588,0.497260968862143,-0.628104102579591,-0.20931983528594,-0.121651992915992,-0.194922776567649,-0.393477007627694,-1.25132763179853,0.0267632796318335,-1.42913399553608,0.321594468505802,-0.592951741394102,0.0238885652115537,0.0145687092573379,24.66,0
"9",1.38124257067983,-0.717062800796952,-0.926770726733176,-1.60787999957415,1.44800625813105,3.27849254759308,-1.15656839602626,0.707653851663998,0.358882374715038,0.277168060541077,1.00966911269456,-3.17290937877496,1.87103092021194,1.41488714475595,0.261166259138213,1.53497867039405,0.446374976557495,-0.863699592801927,0.763259260956708,0.243250895169592,-0.27180381459318,-0.903751765062278,0.0720708227626217,0.920555164321996,0.353208126717006,-0.509491343106057,-0.0218966516496428,0.0172526115985098,52.37,0
"10",-4.30365155299318,1.67374475600903,-1.98291648193743,-1.07095672555837,-2.82531479973227,-1.50353466042071,-2.13474594685981,2.65418286346976,-0.671349811240053,-0.564999991549777,0.779863578384957,-2.12319979719493,0.0599379993967373,4.12783190025826,-1.31624665258355,-0.24657010718984,1.59375851385047,1.95505027801003,-1.25132717820653,-1.47308890945945,-0.210992679302521,-0.940836130300499,-0.182025260854274,0.477679651611567,-0.549556859272788,0.689054750163963,-1.00624472599147,-0.450459530190835,57.53,0
